customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag
496,57.0,Female,East,Post-Graduate,Self-Employed,887804.91,478756.12,Other,673.0,1,197,44.15,2018-12-30,0
497,51.0,Other,East,Graduate,Self-Employed,1221297.48,339716.3,Education,782.0,2,135,49.85,2019-09-26,0
498,35.0,Other,West,Post-Graduate,Salaried,562071.39,235109.83,Business,616.0,1,225,37.72,2020-03-17,0
499,50.0,Female,South,Graduate,Self-Employed,618181.16,328094.33,Business,569.0,2,208,21.84,2024-06-27,1
500,,Male,South,Secondary,,,286713.15,Education,,0,98,40.36,2020-05-23,0
501,45.0,Other,West,Graduate,Salaried,80000.0,441381.78,Car,681.0,1,228,48.36,2021-12-31,0
502,63.0,Female,South,Post-Graduate,Unemployed,861962.78,66985.83,Car,819.0,2,291,82.53,2025-06-06,1
503,61.0,Female,East,Graduate,Self-Employed,186157.78,257174.45,Business,686.0,3,167,10.14,2018-09-09,0
504,42.0,Female,South,Graduate,Salaried,1012809.14,180459.11,Car,850.0,1,119,53.6,2019-10-08,0
505,47.0,Other,West,Secondary,Unemployed,421329.83,378191.99,Home,705.0,1,279,30.58,2018-08-20,0
506,36.0,Other,North,Primary,Unemployed,642014.95,514328.66,Home,562.0,1,247,88.02,2021-12-24,1
507,57.0,Male,West,Secondary,Unemployed,790667.39,177781.56,Car,743.0,0,201,39.01,2023-10-26,0
508,38.0,Male,South,Primary,Salaried,1218546.0,1776421.28,Other,725.0,3,215,94.05,2018-02-15,1
509,40.0,Female,East,Primary,Unemployed,662068.48,56160.1,Other,703.0,1,203,79.6,2017-09-18,1
510,55.0,Female,West,Primary,Salaried,459326.99,140431.56,Other,616.0,1,102,46.39,2023-11-17,0
511,42.0,Other,West,Primary,Salaried,375308.19,20000.0,Other,701.0,4,226,76.57,2018-06-18,1
512,41.0,Other,East,Graduate,Salaried,1022900.54,152430.91,Other,759.0,1,133,26.16,2024-06-06,0
513,63.0,Other,West,Secondary,Salaried,398818.86,312761.85,Home,663.0,1,84,81.1,2025-12-14,1
514,,Other,South,Secondary,,,308028.42,Other,,5,21,24.24,2016-12-26,1
515,26.0,Other,East,Graduate,Self-Employed,961466.16,302447.34,Business,743.0,1,217,77.42,2026-02-03,1
516,47.0,Male,East,Post-Graduate,Self-Employed,925131.71,224474.38,Other,672.0,3,55,25.22,2020-02-23,0
517,61.0,Male,South,Graduate,Unemployed,500025.23,340394.21,Home,676.0,3,53,48.27,2017-03-18,0
518,52.0,Other,North,Primary,Self-Employed,645625.26,477283.66,Business,718.0,0,20,57.76,2019-06-12,0
519,62.0,Female,West,Primary,Unemployed,646982.91,400845.18,Home,722.0,1,116,26.72,2016-06-14,0
520,22.0,Other,South,Primary,Self-Employed,831102.55,408229.35,Business,688.0,4,206,78.08,2019-03-12,1
521,57.0,Other,East,Primary,Unemployed,683253.01,20000.0,Home,574.0,1,222,14.74,2017-04-06,1
522,,Male,South,Post-Graduate,,,194724.88,Home,,1,139,56.24,2023-05-23,0
523,38.0,Male,East,Primary,Salaried,334676.62,293180.25,Education,717.0,2,222,30.42,2024-03-08,0
524,38.0,Male,South,Secondary,Unemployed,546631.97,320983.08,Business,759.0,1,231,87.9,2023-01-27,1
525,35.0,Male,East,Secondary,Unemployed,652126.21,276057.63,Car,850.0,1,224,31.85,2025-01-09,0
526,46.0,Other,West,Graduate,Self-Employed,616173.61,361245.67,Car,655.0,0,45,46.02,2022-04-24,0
527,63.0,Other,North,Graduate,Salaried,782189.82,90375.4,Home,645.0,3,203,39.06,2017-03-01,0
528,,Female,South,Primary,,,375990.6,Other,,4,208,73.31,2025-07-07,0
529,46.0,Other,West,Graduate,Salaried,568893.17,214645.9,Education,635.0,3,252,28.63,2025-01-28,0
530,31.0,Female,West,Secondary,Self-Employed,1084997.1,201839.72,Other,605.0,2,87,70.79,2024-04-04,0
531,43.0,Female,West,Secondary,Unemployed,906787.92,368154.56,Other,850.0,3,85,11.88,2023-08-26,0
532,32.0,Other,West,Primary,Unemployed,770524.06,412902.35,Education,585.0,2,206,89.79,2023-06-13,1
533,50.0,Male,North,Primary,Self-Employed,795871.58,366393.63,Car,542.0,3,37,37.87,2022-07-19,1
534,27.0,Female,South,Post-Graduate,Self-Employed,415166.8,146558.17,Education,633.0,2,72,17.49,2019-06-21,0
535,28.0,Male,North,Primary,Self-Employed,517763.98,353895.39,Business,583.0,3,36,54.04,2018-02-06,1
536,30.0,Female,East,Primary,Salaried,537104.79,394522.32,Home,529.0,6,257,55.24,2016-08-18,1
537,24.0,Male,West,Post-Graduate,Unemployed,447943.37,354467.34,Other,704.0,2,125,70.5,2021-03-24,0
538,31.0,Other,West,Primary,Salaried,127587.68,150120.04,Home,697.0,0,281,26.32,2024-10-02,0
539,56.0,Female,North,Graduate,Self-Employed,940640.71,546092.18,Home,850.0,2,231,31.89,2016-07-01,0
540,50.0,Female,West,Post-Graduate,Salaried,319126.49,280967.89,Other,613.0,2,168,21.63,2017-02-19,0
541,58.0,Male,South,Post-Graduate,Salaried,83729.24,304268.64,Car,513.0,1,164,63.0,2021-05-11,1
542,52.0,Female,East,Graduate,Self-Employed,519925.55,170475.96,Car,677.0,3,37,16.37,2020-05-01,0
543,53.0,Male,South,Post-Graduate,Self-Employed,779448.37,219686.72,Business,693.0,3,83,56.54,2020-09-17,0
544,44.0,Female,West,Primary,Self-Employed,589565.72,227874.93,Education,735.0,1,265,65.57,2022-04-12,0
545,39.0,Male,West,Secondary,Self-Employed,823062.43,340769.35,Home,639.0,4,108,34.24,2018-04-20,0
546,44.0,Male,East,Primary,Self-Employed,247108.46,128649.05,Education,760.0,1,227,37.03,2017-05-06,0
547,32.0,Other,West,Graduate,Self-Employed,362466.06,270197.23,Education,694.0,1,278,82.42,2024-05-24,1
548,43.0,Female,South,Graduate,Self-Employed,282724.99,335923.42,Other,711.0,3,107,39.4,2025-07-22,0
549,27.0,Other,South,Post-Graduate,Self-Employed,965548.98,367295.36,Car,756.0,3,197,81.82,2019-01-19,1
550,,Female,East,Graduate,,,414554.66,Business,,1,217,50.3,2021-03-14,0
551,50.0,Other,South,Graduate,Self-Employed,678638.04,320796.88,Education,678.0,1,170,90.93,2022-08-07,1
552,53.0,Female,East,Primary,Unemployed,631500.13,238892.79,Car,797.0,1,109,79.42,2017-12-04,1
553,62.0,Other,South,Primary,Unemployed,619939.13,171115.03,Business,663.0,1,245,73.87,2018-12-09,0
554,61.0,Other,South,Post-Graduate,Self-Employed,790080.47,504970.93,Home,675.0,0,200,38.23,2018-11-09,0
555,36.0,Female,West,Secondary,Unemployed,748872.72,211515.79,Education,669.0,1,23,88.07,2019-10-06,1
556,54.0,Male,East,Secondary,Unemployed,618069.74,481823.8,Business,640.0,2,82,65.55,2025-05-25,0
557,21.0,Female,North,Post-Graduate,Unemployed,452961.41,512735.82,Business,593.0,2,88,34.59,2016-06-08,1
558,59.0,Other,West,Post-Graduate,Unemployed,1129186.71,231780.79,Home,596.0,1,193,85.17,2016-10-11,1
559,60.0,Female,North,Primary,Salaried,759038.87,56469.99,Education,689.0,0,258,41.3,2018-02-22,0
560,50.0,Male,North,Post-Graduate,Self-Employed,583260.02,322533.5,Business,523.0,3,46,48.84,2025-03-01,1
561,51.0,Male,North,Primary,Self-Employed,697093.93,285776.37,Car,638.0,2,215,84.61,2025-03-21,1
562,57.0,Other,South,Post-Graduate,Self-Employed,660882.55,217855.52,Business,644.0,0,170,92.61,2017-09-30,1
563,27.0,Female,South,Graduate,Salaried,617831.08,20000.0,Business,715.0,1,38,50.09,2017-04-09,0
564,59.0,Male,East,Post-Graduate,Salaried,849087.75,471244.33,Home,644.0,0,61,37.98,2023-05-16,0
565,51.0,Other,South,Graduate,Self-Employed,575277.14,446351.75,Education,602.0,1,284,14.0,2018-12-11,0
566,53.0,Female,South,Post-Graduate,Self-Employed,845579.87,401311.37,Business,669.0,1,180,19.51,2022-06-29,0
567,40.0,Male,West,Post-Graduate,Self-Employed,948041.0,348940.47,Home,751.0,3,257,53.26,2017-04-01,0
568,39.0,Female,North,Primary,Salaried,605292.04,445916.16,Education,689.0,1,217,90.93,2025-04-21,1
569,43.0,Other,North,Secondary,Unemployed,627633.83,206052.71,Car,719.0,1,128,83.92,2024-09-24,1
570,62.0,Other,South,Secondary,Self-Employed,80000.0,80856.11,Other,628.0,4,137,23.72,2021-02-11,0
571,24.0,Female,West,Secondary,Self-Employed,607731.35,235327.97,Car,767.0,3,58,44.48,2019-09-25,0
572,62.0,Male,West,Post-Graduate,Salaried,807320.98,676730.94,Other,676.0,1,33,35.11,2020-04-22,0
573,42.0,Male,West,Post-Graduate,Self-Employed,921656.45,208502.31,Home,648.0,2,207,77.49,2021-10-30,1
574,52.0,Other,South,Secondary,Self-Employed,317274.93,210018.87,Home,767.0,1,128,52.88,2026-04-03,0
575,51.0,Other,North,Secondary,Self-Employed,641073.69,629433.47,Education,719.0,2,101,83.78,2017-05-13,1
576,29.0,Male,West,Primary,Self-Employed,585620.56,174590.68,Business,793.0,0,57,32.31,2017-05-04,0
577,51.0,Other,East,Post-Graduate,Unemployed,504750.9,381941.04,Business,619.0,3,254,24.71,2017-12-01,0
578,45.0,Other,North,Graduate,Self-Employed,288434.0,440936.91,Business,607.0,0,87,79.85,2019-12-29,1
579,35.0,Other,South,Graduate,Unemployed,260356.5,138039.55,Other,518.0,1,165,76.25,2023-11-02,1
580,59.0,Male,South,Graduate,Salaried,574679.82,343448.05,Car,683.0,2,271,42.38,2019-11-09,0
581,52.0,Female,North,Secondary,Self-Employed,485591.69,327853.29,Car,800.0,2,197,45.48,2021-12-25,0
582,27.0,Other,West,Post-Graduate,Unemployed,751401.56,233636.55,Car,652.0,1,112,39.56,2023-08-10,0
583,44.0,Other,West,Post-Graduate,Salaried,734913.65,247273.23,Business,700.0,3,224,41.17,2024-09-20,0
584,60.0,Other,South,Secondary,Self-Employed,478112.03,84971.1,Education,511.0,2,75,53.0,2024-07-04,1
585,,Male,South,Graduate,,,244482.87,Other,,3,190,83.63,2025-03-15,1
586,59.0,Male,East,Primary,Self-Employed,434992.01,440560.03,Car,632.0,1,235,87.33,2020-10-04,1
587,27.0,Male,West,Post-Graduate,Self-Employed,870980.24,540613.69,Business,713.0,1,24,54.05,2021-01-26,0
588,22.0,Female,West,Post-Graduate,Salaried,989220.46,327619.92,Home,577.0,2,256,51.82,2023-12-24,1
589,58.0,Other,North,Secondary,Self-Employed,487554.6,322999.3,Home,835.0,2,110,62.79,2026-04-08,0
590,28.0,Female,South,Graduate,Salaried,115801.18,388716.32,Business,734.0,0,271,13.29,2018-02-18,0
591,57.0,Other,West,Primary,Unemployed,1064744.42,447326.85,Home,817.0,0,185,17.25,2021-08-29,0
592,43.0,Female,East,Primary,Unemployed,80000.0,38666.75,Business,636.0,1,195,94.92,2022-09-15,1
593,58.0,Other,South,Post-Graduate,Salaried,80000.0,606310.45,Car,703.0,3,147,47.81,2017-09-04,0
594,59.0,Female,North,Post-Graduate,Self-Employed,405875.21,475326.53,Education,647.0,3,83,33.38,2017-06-10,0
595,21.0,Male,West,Primary,Salaried,680219.13,275315.85,Car,741.0,2,130,64.94,2024-02-22,0
596,38.0,Other,East,Post-Graduate,Salaried,727831.66,744466.27,Other,766.0,3,210,40.79,2024-10-20,0
597,26.0,Male,South,Secondary,Salaried,635338.38,200325.2,Other,701.0,3,183,54.65,2019-05-27,0
598,36.0,Female,East,Secondary,Self-Employed,660993.03,455840.51,Education,722.0,3,280,20.65,2017-02-09,0
599,58.0,Female,East,Primary,Salaried,625621.16,227575.86,Business,537.0,0,174,79.81,2019-02-05,1
600,51.0,Male,East,Secondary,Unemployed,80000.0,346628.73,Car,553.0,1,267,14.15,2019-07-27,1
601,43.0,Male,South,Graduate,Salaried,715079.18,636633.78,Business,819.0,3,56,14.85,2019-04-28,0
602,,Female,South,Graduate,,,155187.07,Business,,1,178,79.66,2022-02-08,1
603,45.0,Female,West,Primary,Unemployed,154885.71,351155.78,Home,549.0,5,77,21.04,2018-01-01,1
604,23.0,Female,East,Graduate,Self-Employed,499131.74,394155.71,Business,788.0,0,172,18.98,2023-12-09,0
605,50.0,Female,North,Primary,Unemployed,190806.31,441300.44,Business,765.0,3,228,46.72,2019-11-22,0
606,55.0,Other,East,Primary,Unemployed,738424.98,394646.17,Business,629.0,2,43,22.26,2016-11-01,0
607,55.0,Male,West,Secondary,Self-Employed,766232.25,185254.24,Education,716.0,3,87,48.08,2021-04-12,0
608,56.0,Female,East,Graduate,Unemployed,529453.06,50203.64,Other,656.0,3,151,56.38,2017-05-18,0
609,42.0,Male,West,Graduate,Unemployed,623218.1,93381.39,Home,618.0,3,102,77.62,2021-11-10,1
610,36.0,Male,North,Post-Graduate,Salaried,586038.77,552945.54,Home,652.0,2,199,79.83,2024-01-16,1
611,51.0,Male,West,Post-Graduate,Salaried,724100.03,611259.76,Business,774.0,2,104,46.63,2025-02-22,0
612,53.0,Male,South,Graduate,Salaried,886073.27,265855.61,Education,592.0,1,195,67.31,2024-12-11,1
613,25.0,Male,East,Graduate,Salaried,785614.73,204361.87,Education,697.0,3,266,16.66,2021-01-28,0
614,49.0,Other,South,Primary,Self-Employed,524162.48,355531.78,Education,726.0,1,28,33.07,2017-10-20,0
615,64.0,Other,South,Post-Graduate,Unemployed,948295.31,425902.37,Home,749.0,0,279,63.27,2022-08-24,0
616,53.0,Other,North,Primary,Salaried,358460.82,422820.57,Business,692.0,1,215,45.17,2023-02-16,0
617,24.0,Male,South,Secondary,Unemployed,963029.42,302122.39,Business,632.0,2,81,45.61,2018-09-05,0
618,64.0,Male,North,Graduate,Salaried,525204.56,121967.82,Business,656.0,3,191,20.23,2017-11-10,0
619,45.0,Other,South,Post-Graduate,Salaried,429075.55,414644.71,Car,666.0,0,275,93.62,2020-01-04,1
620,23.0,Female,North,Primary,Salaried,116423.31,300033.23,Education,812.0,0,74,35.49,2026-05-05,0
621,60.0,Female,East,Secondary,Self-Employed,936345.31,283739.28,Car,789.0,3,165,22.27,2021-03-24,0
622,,Other,South,Primary,,,310665.84,Other,,1,274,24.68,2021-09-28,0
623,52.0,Male,South,Post-Graduate,Self-Employed,286635.6,303367.56,Car,658.0,1,234,90.37,2024-06-26,1
624,53.0,Other,South,Post-Graduate,Unemployed,859128.9,124317.57,Business,850.0,1,186,73.45,2024-08-02,0
625,25.0,Male,North,Primary,Salaried,1016845.59,238279.32,Home,733.0,1,152,47.42,2026-03-22,0
626,63.0,Other,West,Graduate,Self-Employed,456829.59,575585.76,Education,797.0,1,126,48.09,2017-03-31,0
627,,Male,South,Graduate,,,319539.99,Home,,2,153,78.07,2022-11-27,1
628,42.0,Male,East,Primary,Unemployed,731878.75,419138.5,Education,797.0,0,205,87.76,2023-07-26,1
629,61.0,Male,South,Post-Graduate,Self-Employed,330998.59,20000.0,Home,694.0,2,108,62.95,2017-10-23,0
630,33.0,Male,West,Post-Graduate,Salaried,744754.03,215029.42,Car,606.0,0,71,44.54,2017-04-22,0
631,50.0,Female,North,Primary,Self-Employed,526301.89,159495.98,Education,786.0,2,152,91.98,2024-06-30,1
632,33.0,Male,West,Post-Graduate,Self-Employed,242200.94,370236.49,Other,678.0,0,48,85.86,2021-02-08,1
633,36.0,Other,South,Post-Graduate,Salaried,487756.48,301297.53,Home,569.0,5,61,88.63,2020-05-02,1
634,60.0,Other,North,Primary,Self-Employed,484929.41,109288.32,Car,580.0,0,185,82.94,2022-12-15,1
635,21.0,Male,North,Post-Graduate,Unemployed,552281.95,270270.65,Education,720.0,0,106,21.39,2020-05-10,0
636,23.0,Other,West,Post-Graduate,Unemployed,918142.54,386604.53,Business,669.0,4,187,39.02,2022-03-23,0
637,,Male,South,Graduate,,,382148.37,Education,,3,235,92.02,2016-10-03,1
638,58.0,Male,South,Secondary,Unemployed,461221.57,408424.03,Education,688.0,2,39,52.41,2024-09-17,0
639,55.0,Female,North,Graduate,Unemployed,396780.24,354492.81,Business,622.0,3,67,23.36,2018-02-12,0
640,53.0,Other,South,Primary,Salaried,765695.47,181367.73,Home,682.0,2,88,48.67,2017-07-10,0
641,64.0,Female,North,Post-Graduate,Unemployed,634661.3,137081.06,Other,610.0,3,273,32.33,2025-10-25,0
642,52.0,Male,East,Secondary,Salaried,624453.32,358766.48,Home,627.0,0,96,91.67,2022-07-18,1
643,25.0,Other,South,Primary,Salaried,433644.43,408285.52,Business,578.0,2,282,45.52,2017-06-14,1
644,35.0,Female,East,Secondary,Self-Employed,767210.03,270002.57,Car,597.0,1,170,82.52,2017-09-05,1
645,53.0,Other,East,Primary,Salaried,940169.01,303983.0,Education,681.0,4,96,78.46,2020-09-17,1
646,57.0,Female,East,Primary,Self-Employed,784378.22,249130.46,Other,773.0,2,238,87.21,2024-01-20,1
647,55.0,Other,North,Post-Graduate,Self-Employed,1245951.71,487318.79,Other,697.0,1,99,68.61,2020-06-18,0
648,26.0,Female,North,Post-Graduate,Unemployed,522348.27,622432.99,Car,826.0,3,292,25.68,2022-05-12,0
649,59.0,Female,South,Graduate,Salaried,995638.74,261367.26,Other,732.0,0,278,51.59,2021-09-10,0
650,27.0,Other,North,Secondary,Unemployed,367423.58,413473.25,Other,526.0,2,45,79.56,2020-05-29,1
651,56.0,Male,North,Primary,Salaried,930103.5,168834.65,Home,730.0,0,292,54.13,2020-11-13,0
652,40.0,Female,East,Post-Graduate,Salaried,530123.13,402032.32,Car,664.0,2,246,94.08,2019-12-30,1
653,57.0,Male,West,Secondary,Self-Employed,653633.61,562133.24,Car,662.0,4,34,34.2,2019-01-24,0
654,24.0,Female,East,Graduate,Salaried,558432.78,342739.96,Other,662.0,1,103,18.7,2018-05-18,0
655,34.0,Female,North,Primary,Salaried,435721.38,350653.05,Car,688.0,3,293,24.29,2024-03-29,0
656,31.0,Other,North,Post-Graduate,Salaried,896103.87,650701.71,Business,661.0,3,97,52.96,2022-10-01,0
657,48.0,Female,East,Graduate,Salaried,430702.44,362332.61,Other,657.0,1,160,85.54,2019-11-24,1
658,37.0,Female,North,Graduate,Salaried,667179.63,20000.0,Education,655.0,1,165,14.49,2023-12-28,0
659,49.0,Other,East,Secondary,Self-Employed,611151.93,488561.97,Education,850.0,1,277,71.46,2025-12-13,0
660,44.0,Other,West,Secondary,Unemployed,884384.75,252719.56,Other,660.0,1,281,31.83,2023-11-23,0
661,,Male,South,Primary,,,506087.16,Home,,2,175,61.93,2022-06-26,0
662,38.0,Male,East,Primary,Self-Employed,718841.4,412437.26,Home,666.0,1,112,88.77,2024-04-01,1
663,46.0,Other,West,Graduate,Salaried,858934.13,200826.5,Car,736.0,3,122,58.09,2016-07-28,0
664,34.0,Other,South,Post-Graduate,Self-Employed,682786.63,357142.93,Home,644.0,1,209,42.24,2018-06-03,0
665,40.0,Male,East,Primary,Salaried,549979.86,211124.72,Car,383.0,0,242,42.62,2018-07-19,1
666,38.0,Other,West,Graduate,Self-Employed,1038702.97,235452.62,Home,599.0,2,77,52.52,2023-06-26,1
667,39.0,Other,North,Secondary,Unemployed,494614.45,233060.63,Business,756.0,1,93,44.03,2023-07-23,0
668,61.0,Male,North,Post-Graduate,Unemployed,634663.16,530172.32,Car,769.0,2,41,23.31,2021-09-14,0
669,26.0,Male,East,Graduate,Self-Employed,828762.5,287071.9,Business,737.0,6,265,40.99,2022-04-02,1
670,37.0,Other,East,Graduate,Self-Employed,528181.88,373339.09,Education,643.0,3,59,22.04,2018-08-30,0
671,23.0,Male,North,Secondary,Salaried,719860.42,289536.99,Other,589.0,2,103,69.36,2020-11-08,1
672,58.0,Male,South,Primary,Salaried,562066.56,201646.84,Business,661.0,3,254,63.65,2021-11-09,0
673,41.0,Female,East,Post-Graduate,Salaried,642407.93,726592.11,Other,766.0,3,132,71.5,2021-01-10,0
674,30.0,Female,South,Post-Graduate,Self-Employed,678811.23,215981.47,Business,660.0,3,258,16.93,2018-05-31,0
675,46.0,Female,North,Primary,Salaried,292736.89,468464.6,Education,742.0,2,183,53.24,2024-01-09,0
676,63.0,Other,North,Secondary,Self-Employed,695859.07,519836.46,Car,641.0,2,199,65.33,2017-08-08,0
677,59.0,Male,South,Graduate,Self-Employed,722665.54,369190.19,Other,660.0,3,26,13.19,2024-07-14,0
678,22.0,Male,East,Graduate,Salaried,857428.22,20000.0,Home,843.0,2,171,87.01,2024-12-13,1
679,,Female,West,Secondary,,,48631.23,Business,,1,295,87.85,2020-02-16,1
680,57.0,Male,South,Primary,Salaried,861837.94,376272.83,Home,664.0,2,104,59.42,2022-07-02,0
681,37.0,Male,South,Secondary,Self-Employed,778933.56,659154.29,Education,850.0,2,105,17.49,2017-10-10,0
682,28.0,Other,North,Graduate,Salaried,428321.16,421708.22,Home,790.0,1,257,52.35,2026-03-10,0
683,28.0,Male,South,Post-Graduate,Salaried,880465.38,271998.16,Home,738.0,2,38,54.43,2022-07-29,0
684,62.0,Female,North,Primary,Self-Employed,687791.37,319419.29,Home,521.0,1,98,26.93,2024-04-03,1
685,25.0,Male,West,Post-Graduate,Self-Employed,667255.57,356644.72,Home,746.0,2,245,32.29,2025-02-21,0
686,49.0,Female,West,Secondary,Self-Employed,763187.52,391428.91,Car,555.0,5,152,42.19,2021-05-04,1
687,27.0,Male,East,Graduate,Self-Employed,166632.63,333224.0,Car,686.0,3,73,61.33,2025-11-17,0
688,,Male,South,Graduate,,,679858.14,Business,,0,208,44.49,2023-06-04,0
689,43.0,Other,West,Primary,Salaried,776163.52,352713.72,Education,678.0,3,196,75.14,2017-08-11,1
690,39.0,Female,South,Post-Graduate,Salaried,764954.57,259790.86,Other,561.0,4,223,20.78,2021-07-22,1
691,63.0,Male,North,Post-Graduate,Unemployed,240271.33,499922.82,Education,711.0,0,259,90.79,2022-08-03,1
692,41.0,Female,West,Graduate,Unemployed,580053.91,551004.59,Other,632.0,2,148,43.04,2025-10-25,0
693,32.0,Female,West,Graduate,Salaried,518709.32,159432.44,Home,627.0,0,299,10.85,2019-08-21,0
694,36.0,Female,South,Primary,Self-Employed,752593.42,108471.63,Home,755.0,2,248,14.45,2020-01-26,0
695,58.0,Female,East,Secondary,Salaried,937096.59,406804.76,Home,694.0,5,143,81.0,2022-01-13,1
696,59.0,Male,South,Graduate,Unemployed,237344.59,442827.56,Home,650.0,1,80,28.74,2019-09-05,0
697,21.0,Male,West,Graduate,Salaried,599761.66,466118.54,Car,690.0,3,172,69.19,2018-01-08,0
698,61.0,Male,East,Graduate,Unemployed,530945.5,124852.23,Home,680.0,2,71,31.99,2025-03-29,0
699,41.0,Other,East,Secondary,Unemployed,379643.77,510624.89,Car,600.0,1,183,79.59,2020-01-24,1
700,37.0,Female,East,Secondary,Self-Employed,461576.21,20000.0,Home,767.0,2,289,24.4,2025-11-14,0
701,42.0,Male,North,Secondary,Unemployed,654664.83,233051.92,Car,663.0,4,143,52.65,2025-09-30,0
702,34.0,Male,West,Primary,Self-Employed,691877.6,179713.62,Other,483.0,0,237,31.24,2022-12-12,1
703,63.0,Male,South,Graduate,Unemployed,377436.39,71637.8,Car,714.0,1,175,75.37,2026-02-10,1
704,26.0,Female,North,Primary,Salaried,755020.0,450019.4,Other,850.0,3,221,31.96,2021-05-18,0
705,58.0,Other,South,Primary,Unemployed,642899.69,336482.64,Education,632.0,4,70,35.98,2026-01-06,0
706,32.0,Male,East,Post-Graduate,Unemployed,635444.59,239099.9,Home,476.0,2,223,16.04,2025-03-10,1
707,61.0,Female,East,Graduate,Salaried,1051902.13,375923.65,Car,595.0,3,147,61.82,2025-09-21,1
708,35.0,Other,West,Post-Graduate,Unemployed,535763.72,554114.71,Education,609.0,2,75,32.75,2018-10-06,0
709,46.0,Male,East,Secondary,Unemployed,824604.67,157709.71,Other,572.0,2,103,45.53,2020-03-08,1
710,44.0,Male,West,Graduate,Unemployed,522882.67,365285.72,Education,813.0,2,80,85.95,2017-06-01,1
711,44.0,Male,South,Primary,Unemployed,924020.86,229958.66,Other,750.0,1,227,63.87,2021-02-13,0
712,59.0,Female,North,Secondary,Unemployed,267863.83,386153.7,Education,650.0,1,48,69.0,2022-02-09,0
713,62.0,Other,South,Primary,Self-Employed,860361.8,125832.17,Car,728.0,2,45,66.26,2024-10-26,0
714,29.0,Female,North,Secondary,Self-Employed,452118.33,389749.53,Education,542.0,2,129,79.53,2022-08-09,1
715,39.0,Male,North,Graduate,Self-Employed,375464.28,177210.2,Home,625.0,2,186,45.28,2025-08-28,0
716,28.0,Female,South,Secondary,Unemployed,308778.55,148229.47,Home,744.0,5,211,17.62,2020-01-14,1
717,39.0,Female,East,Primary,Unemployed,554954.79,505721.22,Home,601.0,2,213,22.14,2020-02-15,0
718,43.0,Male,West,Post-Graduate,Unemployed,487182.37,386264.45,Business,775.0,6,60,59.92,2023-07-07,1
719,34.0,Male,West,Post-Graduate,Self-Employed,418953.43,291347.16,Education,809.0,0,188,56.24,2023-03-16,0
720,36.0,Other,West,Primary,Self-Employed,989984.43,660452.73,Other,714.0,1,104,83.95,2025-04-13,1
721,21.0,Other,South,Secondary,Self-Employed,537006.7,119409.28,Home,759.0,2,276,50.96,2020-03-16,0
722,21.0,Male,East,Primary,Self-Employed,375457.65,68803.22,Education,734.0,5,285,35.8,2025-05-21,1
723,52.0,Male,North,Graduate,Salaried,679761.22,200034.99,Business,609.0,2,158,63.37,2024-12-16,0
724,51.0,Male,North,Primary,Self-Employed,385549.95,20000.0,Other,576.0,3,216,18.48,2026-03-06,1
725,52.0,Other,West,Primary,Self-Employed,325944.92,289819.29,Car,714.0,4,149,15.09,2019-12-12,0
726,30.0,Other,West,Secondary,Salaried,784918.87,398954.97,Home,594.0,2,72,37.47,2019-07-05,1
727,59.0,Female,South,Secondary,Self-Employed,937753.94,73120.66,Other,573.0,1,109,46.71,2023-02-10,1
728,27.0,Other,East,Graduate,Self-Employed,80000.0,315428.79,Car,691.0,0,172,87.31,2021-04-16,1
729,54.0,Male,North,Post-Graduate,Unemployed,126809.46,346723.63,Other,584.0,3,104,38.59,2023-08-03,1
730,57.0,Female,South,Primary,Self-Employed,500669.19,269207.4,Home,769.0,1,187,69.85,2017-07-28,0
731,61.0,Female,North,Graduate,Unemployed,422642.21,396689.31,Other,649.0,3,182,53.35,2022-06-28,0
732,45.0,Female,South,Primary,Salaried,106009.18,274388.0,Car,487.0,2,147,55.0,2021-10-09,1
733,29.0,Male,East,Primary,Self-Employed,428487.56,207418.16,Home,688.0,1,247,78.16,2024-05-31,1
734,28.0,Female,West,Post-Graduate,Self-Employed,513713.28,20000.0,Education,637.0,2,194,42.27,2023-12-17,0
735,46.0,Male,West,Secondary,Self-Employed,691240.55,602358.93,Business,665.0,4,96,71.37,2018-07-24,0
736,33.0,Female,South,Post-Graduate,Salaried,649139.19,205701.85,Education,657.0,1,230,47.88,2018-08-18,0
737,50.0,Female,West,Graduate,Salaried,872545.87,187785.59,Education,522.0,3,52,74.88,2021-03-22,1
738,,Other,North,Secondary,,,368043.44,Home,,4,144,79.65,2020-01-07,1
739,34.0,Male,East,Post-Graduate,Unemployed,325840.62,569092.4,Car,609.0,4,111,20.75,2022-02-11,0
740,64.0,Other,North,Post-Graduate,Unemployed,235144.44,159286.87,Business,663.0,0,83,15.16,2025-01-07,0
741,,Other,West,Secondary,,,238999.73,Education,,0,85,53.24,2021-07-05,0
742,35.0,Male,West,Primary,Unemployed,754681.46,227457.43,Other,747.0,2,195,82.64,2022-07-20,1
743,39.0,Other,South,Primary,Self-Employed,932126.0,144549.56,Car,595.0,3,132,41.34,2025-02-07,1
744,57.0,Male,South,Secondary,Salaried,80000.0,114065.66,Home,559.0,1,95,67.45,2024-06-16,1
745,56.0,Female,North,Post-Graduate,Salaried,788354.87,207819.18,Car,611.0,2,71,29.39,2016-12-14,0
